indicador_id,data,hospital_id,leitos_ocupados,leitos_disponiveis,taxa_ocupacao,quantidade_atendimentos,casos_baixa_gravidade,casos_media_gravidade,casos_alta_gravidade,casos_criticos,tempo_espera_medio_min,falhas_comunicacao
IND00218,01/10/2024,HOSP010,185,45,0.8,1,0,0,1,0,21,0
IND00219,01/11/2024,HOSP010,195,35,0.85,1,0,1,0,0,24,0
IND00220,01/12/2024,HOSP010,187,43,0.81,1,0,1,0,0,34,0
IND00221,01/01/2025,HOSP010,200,30,0.87,3,0,0,3,0,28,0
IND00222,01/02/2025,HOSP010,197,33,0.86,2,0,1,1,0,34,0
IND00223,01/03/2025,HOSP010,191,39,0.83,2,0,1,1,0,52,0
IND00224,01/04/2025,HOSP010,208,22,0.9,1,0,0,1,0,60,0
IND00225,01/05/2025,HOSP010,191,39,0.83,1,0,0,1,0,26,0
IND00226,01/06/2025,HOSP010,196,34,0.85,1,0,0,1,0,29,1
IND00227,01/07/2025,HOSP010,196,34,0.85,3,0,1,2,0,27,1
IND00228,01/08/2025,HOSP010,216,14,0.94,0,0,0,0,0,27,0
IND00229,01/09/2025,HOSP010,186,44,0.81,2,0,0,2,0,26,0
IND00230,01/10/2025,HOSP010,193,37,0.84,0,0,0,0,0,22,0
IND00231,01/11/2025,HOSP010,204,26,0.89,2,0,0,2,0,30,0
IND00232,01/12/2025,HOSP010,193,37,0.84,0,0,0,0,0,34,0
IND00233,01/01/2026,HOSP010,198,32,0.86,0,0,0,0,0,34,0
IND00234,01/02/2026,HOSP010,190,40,0.83,1,0,0,0,1,18,1
IND00235,01/03/2026,HOSP010,193,37,0.84,0,0,0,0,0,26,0
IND00236,01/04/2026,HOSP010,200,30,0.87,1,0,0,1,0,14,0
IND00237,01/05/2026,HOSP010,190,40,0.83,1,0,1,0,0,27,0
IND00238,01/06/2026,HOSP010,188,42,0.82,1,0,1,0,0,68,0
IND00239,01/07/2026,HOSP010,187,43,0.81,0,0,0,0,0,39,0
IND00240,01/08/2026,HOSP010,197,33,0.86,0,0,0,0,0,27,0
IND00241,01/09/2024,HOSP011,129,56,0.7,1,0,0,1,0,31,0
IND00242,01/10/2024,HOSP011,142,43,0.77,1,1,0,0,0,23,0
IND00243,01/11/2024,HOSP011,128,57,0.69,3,0,1,0,2,25,0
IND00244,01/12/2024,HOSP011,146,39,0.79,3,1,0,1,1,26,1
IND00245,01/01/2025,HOSP011,135,50,0.73,1,0,1,0,0,20,0
IND00246,01/02/2025,HOSP011,139,46,0.75,0,0,0,0,0,21,0
IND00247,01/03/2025,HOSP011,134,51,0.72,4,0,2,2,0,30,1
IND00248,01/04/2025,HOSP011,137,48,0.74,1,0,0,0,1,25,0
IND00249,01/05/2025,HOSP011,143,42,0.77,1,0,0,1,0,35,1
IND00250,01/06/2025,HOSP011,133,52,0.72,0,0,0,0,0,27,0
IND00251,01/07/2025,HOSP011,141,44,0.76,0,0,0,0,0,31,0
IND00252,01/08/2025,HOSP011,136,49,0.74,1,1,0,0,0,18,0
IND00253,01/09/2025,HOSP011,131,54,0.71,0,0,0,0,0,28,0
IND00254,01/10/2025,HOSP011,137,48,0.74,3,0,1,2,0,32,0
IND00255,01/11/2025,HOSP011,134,51,0.72,1,0,0,1,0,30,0
IND00256,01/12/2025,HOSP011,126,59,0.68,2,1,0,1,0,24,0
IND00257,01/01/2026,HOSP011,131,54,0.71,0,0,0,0,0,42,0
IND00258,01/02/2026,HOSP011,144,41,0.78,2,0,0,2,0,32,0
IND00259,01/03/2026,HOSP011,139,46,0.75,0,0,0,0,0,34,0
IND00260,01/04/2026,HOSP011,132,53,0.71,2,0,0,1,1,19,0
IND00261,01/05/2026,HOSP011,126,59,0.68,3,1,1,1,0,25,0
IND00262,01/06/2026,HOSP011,148,37,0.8,0,0,0,0,0,39,0
IND00263,01/07/2026,HOSP011,135,50,0.73,1,0,0,0,1,31,0
IND00264,01/08/2026,HOSP011,138,47,0.75,3,1,0,1,1,35,0
IND00265,01/09/2024,HOSP012,166,24,0.87,1,0,1,0,0,25,0
IND00266,01/10/2024,HOSP012,156,34,0.82,1,0,0,1,0,34,0
IND00267,01/11/2024,HOSP012,155,35,0.82,0,0,0,0,0,37,0
IND00268,01/12/2024,HOSP012,170,20,0.89,1,0,1,0,0,26,0
IND00269,01/01/2025,HOSP012,150,40,0.79,2,0,0,2,0,30,0
IND00270,01/02/2025,HOSP012,162,28,0.85,1,0,0,1,0,12,0
IND00271,01/03/2025,HOSP012,156,34,0.82,2,1,0,0,1,21,0
IND00272,01/04/2025,HOSP012,168,22,0.88,1,0,1,0,0,41,0
IND00273,01/05/2025,HOSP012,150,40,0.79,4,1,1,2,0,26,0
IND00274,01/06/2025,HOSP012,165,25,0.87,0,0,0,0,0,19,0
IND00275,01/07/2025,HOSP012,157,33,0.83,0,0,0,0,0,27,0
IND00276,01/08/2025,HOSP012,155,35,0.82,1,0,0,1,0,29,0
IND00277,01/09/2025,HOSP012,157,33,0.83,1,0,0,0,1,25,0
IND00278,01/10/2025,HOSP012,156,34,0.82,3,0,2,1,0,36,0
IND00279,01/11/2025,HOSP012,161,29,0.85,1,1,0,0,0,42,0
IND00280,01/12/2025,HOSP012,167,23,0.88,1,0,0,1,0,30,0
IND00281,01/01/2026,HOSP012,156,34,0.82,0,0,0,0,0,13,0
IND00282,01/02/2026,HOSP012,173,17,0.91,2,1,1,0,0,32,0
IND00283,01/03/2026,HOSP012,163,27,0.86,1,0,0,1,0,15,0
IND00284,01/04/2026,HOSP012,165,25,0.87,0,0,0,0,0,25,0
IND00285,01/05/2026,HOSP012,170,20,0.89,0,0,0,0,0,35,0
IND00286,01/06/2026,HOSP012,159,31,0.84,2,0,0,2,0,42,0
IND00287,01/07/2026,HOSP012,156,34,0.82,1,0,0,0,1,47,0
IND00288,01/08/2026,HOSP012,150,40,0.79,1,0,0,1,0,32,0
IND00289,01/09/2024,HOSP013,220,5,0.98,3,0,0,3,0,29,0
IND00290,01/10/2024,HOSP013,208,17,0.92,1,0,1,0,0,34,0
IND00291,01/11/2024,HOSP013,207,18,0.92,2,0,2,0,0,26,0
IND00292,01/12/2024,HOSP013,214,11,0.95,1,0,1,0,0,20,0
IND00293,01/01/2025,HOSP013,208,17,0.92,1,0,0,1,0,38,0
IND00294,01/02/2025,HOSP013,198,27,0.88,1,1,0,0,0,18,0
IND00295,01/03/2025,HOSP013,213,12,0.95,3,0,1,2,0,22,0
IND00296,01/04/2025,HOSP013,207,18,0.92,1,0,1,0,0,26,0
IND00297,01/05/2025,HOSP013,200,25,0.89,2,0,0,1,1,37,0
IND00298,01/06/2025,HOSP013,206,19,0.92,1,0,0,1,0,16,0
IND00299,01/07/2025,HOSP013,208,17,0.92,2,0,1,0,1,23,0
IND00300,01/08/2025,HOSP013,217,8,0.96,1,0,1,0,0,47,0
IND00301,01/09/2025,HOSP013,211,14,0.94,0,0,0,0,0,24,0
IND00302,01/10/2025,HOSP013,201,24,0.89,2,0,1,1,0,48,0
IND00303,01/11/2025,HOSP013,208,17,0.92,2,0,0,2,0,22,0
IND00304,01/12/2025,HOSP013,213,12,0.95,1,0,1,0,0,39,0
IND00305,01/01/2026,HOSP013,209,16,0.93,3,0,1,2,0,36,0
IND00306,01/02/2026,HOSP013,205,20,0.91,2,0,0,2,0,27,0
IND00307,01/03/2026,HOSP013,209,16,0.93,5,0,2,3,0,26,1
IND00308,01/04/2026,HOSP013,206,19,0.92,0,0,0,0,0,25,0
IND00309,01/05/2026,HOSP013,191,34,0.85,2,0,0,2,0,26,0
IND00310,01/06/2026,HOSP013,219,6,0.97,2,0,1,1,0,36,0
IND00311,01/07/2026,HOSP013,201,24,0.89,1,0,0,1,0,39,0
IND00312,01/08/2026,HOSP013,197,28,0.88,1,0,1,0,0,23,0
IND00313,01/09/2024,HOSP014,133,37,0.78,0,0,0,0,0,31,0
IND00314,01/10/2024,HOSP014,132,38,0.78,0,0,0,0,0,34,0
IND00315,01/11/2024,HOSP014,132,38,0.78,0,0,0,0,0,27,0
IND00316,01/12/2024,HOSP014,133,37,0.78,2,0,1,0,1,32,0
IND00317,01/01/2025,HOSP014,124,46,0.73,0,0,0,0,0,27,0
IND00318,01/02/2025,HOSP014,122,48,0.72,0,0,0,0,0,34,0
IND00319,01/03/2025,HOSP014,133,37,0.78,0,0,0,0,0,30,0
IND00320,01/04/2025,HOSP014,129,41,0.76,0,0,0,0,0,27,0
IND00321,01/05/2025,HOSP014,126,44,0.74,1,0,0,0,1,43,0
IND00322,01/06/2025,HOSP014,117,53,0.69,0,0,0,0,0,31,0
IND00323,01/07/2025,HOSP014,114,56,0.67,0,0,0,0,0,29,0
IND00324,01/08/2025,HOSP014,123,47,0.72,0,0,0,0,0,30,0
IND00325,01/09/2025,HOSP014,118,52,0.69,0,0,0,0,0,41,0
IND00326,01/10/2025,HOSP014,131,39,0.77,0,0,0,0,0,27,0
IND00327,01/11/2025,HOSP014,117,53,0.69,0,0,0,0,0,26,0
IND00328,01/12/2025,HOSP014,130,40,0.76,0,0,0,0,0,37,0
IND00329,01/01/2026,HOSP014,129,41,0.76,0,0,0,0,0,25,0
IND00330,01/02/2026,HOSP014,122,48,0.72,1,0,0,1,0,18,0
IND00331,01/03/2026,HOSP014,125,45,0.74,0,0,0,0,0,39,0
IND00332,01/04/2026,HOSP014,132,38,0.78,0,0,0,0,0,28,0
IND00333,01/05/2026,HOSP014,134,36,0.79,1,0,1,0,0,51,0
IND00334,01/06/2026,HOSP014,120,50,0.71,0,0,0,0,0,29,0
IND00335,01/07/2026,HOSP014,144,26,0.85,0,0,0,0,0,33,0
IND00336,01/08/2026,HOSP014,120,50,0.71,0,0,0,0,0,36,0
IND00337,01/09/2024,HOSP015,220,25,0.9,1,0,1,0,0,13,0
IND00338,01/10/2024,HOSP015,213,32,0.87,1,0,0,1,0,33,0
IND00339,01/11/2024,HOSP015,212,33,0.87,0,0,0,0,0,35,0
IND00340,01/12/2024,HOSP015,217,28,0.89,2,0,0,1,1,24,0
IND00341,01/01/2025,HOSP015,216,29,0.88,3,0,2,1,0,23,0
IND00342,01/02/2025,HOSP015,220,25,0.9,1,0,0,0,1,26,0
IND00343,01/03/2025,HOSP015,224,21,0.91,3,0,0,2,1,33,0
IND00344,01/04/2025,HOSP015,217,28,0.89,3,0,0,3,0,36,0
